Name,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Charlene,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,9.0,0.0,12.0,6.0,6.0,6.0,8.0,6.0,13.0,13.0,11.0,19.0,29.0,28.0,32.0,40.0,61.0,75.0,89.0,133.0,169.0,203.0,248.0,233.0,294.0,318.0,332.0,389.0,449.0,587.0,581.0,834.0,854.0,932.0,987.0,1009.0,1123.0,1180.0,1352.0,1404.0,1491.0,1591.0,1679.0,1710.0,1692.0,2070.0,2324.0,2362.0,2443.0,2399.0,3048.0,3476.0,3490.0,3547.0,3446.0,3446.0,3554.0,3511.0,3249.0,3316.0,3287.0,3163.0,3072.0,2750.0,2908.0,2835.0,2573.0,2743.0,2815.0,2602.0,2198.0,2088.0,1946.0,2007.0,1990.0,1741.0,1469.0,1215.0,1075.0,1075.0,1087.0,1073.0,944.0,934.0,1069.0,1004.0,1063.0,962.0,942.0,900.0,795.0,804.0,714.0,709.0,665.0,531.0,473.0,427.0,407.0,308.0,290.0,307.0,251.0,208.0,191.0,168.0,169.0,165.0,202.0,178.0,190.0,182.0,153.0,142.0,136.0,132.0,133.0,115.0,157.0
Charles,5359.0,4653.0,5115.0,4844.0,4821.0,4623.0,4555.0,4064.0,4619.0,4227.0,4091.0,3669.0,4348.0,3746.0,3814.0,3660.0,3649.0,3361.0,3576.0,3170.0,4129.0,3072.0,3386.0,3231.0,3430.0,3630.0,3631.0,3904.0,3959.0,4059.0,4817.0,5765.0,11137.0,13238.0,17013.0,22060.0,23736.0,24269.0,27066.0,25323.0,28477.0,29418.0,29043.0,29118.0,30641.0,29806.0,29745.0,32238.0,31513.0,30187.0,32090.0,30128.0,31285.0,29191.0,29956.0,30117.0,29216.0,30688.0,31277.0,30931.0,31818.0,32883.0,36006.0,36800.0,34786.0,32587.0,38328.0,40911.0,38834.0,40183.0,39259.0,39499.0,39005.0,38496.0,37564.0,35472.0,35366.0,34406.0,32364.0,30917.0,29824.0,29309.0,27710.0,26936.0,26031.0,23629.0,22400.0,21418.0,21706.0,21819.0,22578.0,19997.0,17103.0,15873.0,15259.0,14706.0,14040.0,14833.0,14970.0,14958.0,15073.0,14531.0,14427.0,13330.0,13051.0,12996.0,12704.0,12246.0,12188.0,12304.0,12032.0,11368.0,10496.0,9883.0,9034.0,8496.0,8266.0,7670.0,7857.0,7535.0,7538.0,7299.0,7210.0,7700.0,7702.0,7940.0,8019.0,7460.0,7295.0,7277.0,7098.0,6981.0,6934.0,7009.0,7284.0
Charlie,730.0,673.0,759.0,653.0,753.0,714.0,734.0,653.0,809.0,696.0,809.0,723.0,780.0,701.0,721.0,784.0,728.0,737.0,751.0,711.0,1151.0,682.0,796.0,776.0,767.0,840.0,772.0,836.0,783.0,872.0,1172.0,1022.0,1525.0,1694.0,2007.0,2319.0,2534.0,2688.0,2922.0,3089.0,2983.0,2712.0,2833.0,2657.0,2680.0,2760.0,2644.0,2714.0,2650.0,2371.0,2293.0,2132.0,2289.0,2137.0,2029.0,2051.0,1969.0,1916.0,1942.0,1883.0,1898.0,1868.0,1989.0,1970.0,2011.0,1835.0,1899.0,2028.0,2015.0,1943.0,1779.0,1784.0,1752.0,1612.0,1533.0,1510.0,1604.0,1526.0,1483.0,1466.0,1290.0,1265.0,1265.0,1208.0,1103.0,995.0,866.0,838.0,764.0,794.0,790.0,707.0,650.0,633.0,572.0,590.0,624.0,690.0,720.0,768.0,667.0,676.0,574.0,595.0,610.0,628.0,643.0,642.0,620.0,607.0,655.0,647.0,578.0,544.0,558.0,627.0,595.0,604.0,627.0,684.0,657.0,691.0,769.0,883.0,1034.0,1189.0,1286.0,1319.0,1492.0,1743.0,2098.0,2372.0,2576.0,2877.0,3102.0
Charlotte,237.0,227.0,257.0,291.0,344.0,317.0,368.0,351.0,464.0,455.0,417.0,387.0,486.0,476.0,484.0,472.0,492.0,492.0,569.0,496.0,602.0,503.0,524.0,504.0,554.0,614.0,619.0,671.0,766.0,841.0,896.0,960.0,1375.0,1603.0,2013.0,2763.0,3001.0,3241.0,3382.0,3366.0,3628.0,3594.0,3583.0,3596.0,3624.0,3557.0,3523.0,3683.0,3483.0,3552.0,3414.0,3412.0,3372.0,3126.0,3438.0,3484.0,3568.0,3555.0,3643.0,3754.0,4304.0,4580.0,5045.0,5504.0,4947.0,4543.0,4986.0,5400.0,5180.0,5154.0,4744.0,4651.0,4211.0,3820.0,3768.0,3340.0,3275.0,3265.0,3022.0,2976.0,2793.0,2940.0,2691.0,2596.0,2428.0,2481.0,2306.0,2031.0,2008.0,2036.0,1998.0,1743.0,1537.0,1328.0,1263.0,1086.0,956.0,939.0,830.0,856.0,854.0,833.0,791.0,835.0,791.0,948.0,860.0,820.0,857.0,902.0,959.0,976.0,962.0,944.0,940.0,997.0,944.0,954.0,996.0,1002.0,1104.0,1378.0,1602.0,1763.0,1993.0,2446.0,2778.0,3326.0,3666.0,4182.0,5359.0,6418.0,7473.0,9284.0,10055.0
Chase,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,10.0,0.0,8.0,7.0,7.0,5.0,6.0,11.0,6.0,8.0,8.0,8.0,7.0,7.0,0.0,5.0,5.0,5.0,7.0,0.0,0.0,5.0,0.0,5.0,11.0,9.0,0.0,5.0,11.0,0.0,6.0,0.0,7.0,8.0,13.0,9.0,9.0,10.0,0.0,9.0,11.0,8.0,11.0,8.0,13.0,13.0,18.0,11.0,17.0,18.0,32.0,19.0,27.0,33.0,31.0,54.0,71.0,93.0,128.0,135.0,138.0,144.0,149.0,147.0,160.0,185.0,208.0,956.0,1842.0,2122.0,2161.0,1982.0,2088.0,2346.0,2901.0,3196.0,3262.0,3045.0,3058.0,3269.0,4019.0,5213.0,5192.0,5778.0,5359.0,5558.0,5343.0,4977.0,5168.0,5394.0,5351.0,5911.0,6296.0,7123.0,7482.0,6513.0,6249.0,5762.0,5600.0,5394.0
Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,7.0,7.0,0.0,13.0,12.0,5.0,0.0,7.0,0.0,6.0,6.0,5.0,7.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,7.0,0.0,5.0,6.0,0.0,7.0,9.0,5.0,0.0,6.0,8.0,7.0,8.0,6.0,42.0,201.0,226.0,202.0,217.0,241.0,377.0,356.0,448.0,482.0,512.0,450.0,546.0,541.0,1723.0,2718.0,3547.0,3632.0,3770.0,6653.0,8911.0,11296.0,12815.0,13542.0,16196.0,11308.0,7727.0,6774.0,5874.0,4467.0,3525.0,2733.0,2380.0,2116.0,1790.0,1837.0,1763.0,1734.0,1824.0,1640.0,1514.0,1429.0,1416.0,1424.0,1355.0,1172.0,1191.0
Cheryl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,7.0,0.0,8.0,22.0,16.0,12.0,13.0,18.0,18.0,28.0,22.0,22.0,26.0,32.0,46.0,44.0,42.0,49.0,49.0,61.0,76.0,100.0,94.0,145.0,397.0,294.0,285.0,439.0,590.0,2894.0,7992.0,8170.0,11548.0,13911.0,13239.0,12025.0,11837.0,12006.0,12214.0,12290.0,15026.0,19132.0,21305.0,22683.0,24171.0,20979.0,19176.0,18329.0,16630.0,15085.0,14120.0,12586.0,11737.0,10797.0,9170.0,8366.0,7464.0,6341.0,5162.0,4027.0,3516.0,3011.0,2499.0,2129.0,3177.0,3215.0,2616.0,2122.0,1882.0,1562.0,1328.0,1232.0,1038.0,965.0,888.0,732.0,623.0,540.0,441.0,374.0,308.0,256.0,251.0,197.0,165.0,173.0,127.0,143.0,104.0,115.0,116.0,103.0,87.0,83.0,91.0,64.0,77.0,64.0,72.0,54.0,57.0
Chester,168.0,274.0,300.0,290.0,338.0,273.0,287.0,207.0,288.0,275.0,263.0,252.0,285.0,291.0,330.0,378.0,336.0,290.0,321.0,294.0,371.0,253.0,328.0,336.0,355.0,388.0,429.0,424.0,466.0,480.0,572.0,717.0,1476.0,1779.0,2307.0,3057.0,3232.0,3359.0,3712.0,3461.0,3728.0,3574.0,3153.0,3174.0,3051.0,2741.0,2569.0,2425.0,2271.0,1985.0,1806.0,1737.0,1619.0,1404.0,1401.0,1440.0,1291.0,1284.0,1235.0,1303.0,1361.0,1455.0,1572.0,1639.0,1536.0,1457.0,1631.0,1725.0,1568.0,1448.0,1387.0,1408.0,1467.0,1389.0,1427.0,1257.0,1257.0,1192.0,1056.0,1005.0,935.0,892.0,781.0,733.0,710.0,629.0,542.0,533.0,507.0,544.0,521.0,508.0,417.0,421.0,435.0,355.0,371.0,393.0,378.0,353.0,350.0,349.0,331.0,296.0,285.0,262.0,220.0,251.0,228.0,226.0,226.0,209.0,203.0,154.0,149.0,144.0,123.0,122.0,116.0,99.0,102.0,81.0,96.0,91.0,87.0,94.0,70.0,81.0,90.0,71.0,73.0,81.0,71.0,75.0,83.0
Cheyenne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,7.0,20.0,11.0,19.0,16.0,22.0,19.0,20.0,59.0,81.0,48.0,26.0,35.0,19.0,18.0,19.0,19.0,26.0,25.0,28.0,25.0,38.0,54.0,74.0,95.0,113.0,139.0,150.0,178.0,176.0,175.0,190.0,235.0,218.0,246.0,257.0,214.0,218.0,282.0,327.0,358.0,436.0,885.0,1835.0,1877.0,2483.0,3419.0,4211.0,4975.0,4845.0,4389.0,3828.0,3414.0,2919.0,2747.0,2506.0,2224.0,1981.0,2092.0,2381.0,2121.0,1780.0,1380.0,1166.0,1019.0,988.0,903.0
Chloe,20.0,14.0,33.0,19.0,36.0,34.0,34.0,41.0,62.0,64.0,60.0,48.0,76.0,76.0,67.0,73.0,53.0,50.0,65.0,54.0,72.0,37.0,42.0,56.0,52.0,42.0,52.0,43.0,42.0,40.0,50.0,69.0,69.0,70.0,68.0,119.0,127.0,104.0,99.0,75.0,98.0,92.0,74.0,72.0,78.0,62.0,64.0,67.0,63.0,75.0,94.0,60.0,81.0,73.0,78.0,71.0,91.0,83.0,81.0,66.0,75.0,78.0,66.0,68.0,47.0,34.0,57.0,49.0,38.0,31.0,37.0,38.0,26.0,42.0,30.0,25.0,24.0,19.0,16.0,39.0,21.0,17.0,24.0,21.0,22.0,16.0,15.0,20.0,23.0,29.0,25.0,28.0,30.0,45.0,52.0,64.0,86.0,93.0,117.0,101.0,139.0,129.0,182.0,180.0,308.0,352.0,465.0,506.0,475.0,873.0,1369.0,1670.0,1893.0,1957.0,2078.0,2332.0,2787.0,3015.0,3799.0,4972.0,7105.0,8187.0,8915.0,9087.0,8791.0,9598.0,10412.0,10757.0,11831.0,11908.0,11754.0,10981.0,9656.0,8760.0,8475.0
Chris,49.0,52.0,39.0,47.0,57.0,50.0,62.0,46.0,59.0,42.0,32.0,32.0,49.0,40.0,45.0,41.0,53.0,35.0,33.0,36.0,45.0,26.0,37.0,35.0,27.0,25.0,30.0,29.0,37.0,48.0,32.0,43.0,76.0,81.0,134.0,145.0,148.0,151.0,179.0,135.0,191.0,153.0,181.0,170.0,192.0,189.0,180.0,168.0,185.0,186.0,186.0,169.0,230.0,159.0,194.0,200.0,210.0,223.0,254.0,276.0,348.0,365.0,452.0,548.0,635.0,680.0,1029.0,1439.0,1616.0,1629.0,1463.0,1746.0,2014.0,1905.0,2167.0,2643.0,3138.0,4278.0,5798.0,7076.0,8009.0,8774.0,8305.0,7767.0,7017.0,6578.0,6115.0,5349.0,4921.0,4815.0,4923.0,4619.0,3756.0,2945.0,2483.0,2163.0,1791.0,1655.0,1466.0,1384.0,1089.0,904.0,796.0,697.0,676.0,661.0,589.0,548.0,537.0,565.0,517.0,548.0,484.0,473.0,470.0,510.0,578.0,550.0,615.0,637.0,670.0,715.0,699.0,692.0,683.0,729.0,849.0,920.0,950.0,868.0,723.0,579.0,659.0,631.0,542.0
Christian,43.0,53.0,49.0,50.0,54.0,55.0,38.0,47.0,51.0,57.0,54.0,34.0,42.0,39.0,40.0,53.0,36.0,39.0,35.0,42.0,35.0,38.0,33.0,36.0,30.0,26.0,33.0,32.0,29.0,29.0,40.0,46.0,91.0,91.0,127.0,158.0,159.0,157.0,155.0,125.0,150.0,144.0,172.0,121.0,131.0,105.0,119.0,118.0,120.0,99.0,94.0,94.0,86.0,76.0,92.0,71.0,96.0,85.0,107.0,94.0,99.0,130.0,120.0,135.0,140.0,146.0,190.0,201.0,212.0,231.0,277.0,285.0,346.0,353.0,367.0,359.0,405.0,339.0,442.0,606.0,677.0,625.0,664.0,716.0,741.0,766.0,995.0,1428.0,1892.0,2342.0,2822.0,2855.0,3162.0,2914.0,2748.0,2660.0,2439.0,2458.0,2384.0,2486.0,2669.0,2647.0,3009.0,2780.0,3178.0,3453.0,3753.0,3905.0,4538.0,5379.0,7638.0,10376.0,12937.0,12761.0,12755.0,14544.0,16544.0,15678.0,15033.0,15254.0,16505.0,15846.0,14897.0,14191.0,14213.0,14412.0,14707.0,14263.0,13244.0,12813.0,11237.0,10462.0,9737.0,9427.0,8520.0
Christie,0.0,5.0,7.0,6.0,5.0,9.0,5.0,9.0,16.0,6.0,0.0,7.0,18.0,21.0,11.0,18.0,10.0,17.0,15.0,17.0,15.0,12.0,10.0,5.0,0.0,5.0,9.0,8.0,10.0,10.0,10.0,17.0,18.0,15.0,28.0,30.0,22.0,36.0,34.0,36.0,26.0,31.0,32.0,39.0,42.0,31.0,33.0,30.0,35.0,29.0,17.0,30.0,23.0,26.0,16.0,17.0,28.0,23.0,26.0,36.0,65.0,85.0,132.0,108.0,91.0,107.0,145.0,236.0,254.0,344.0,311.0,352.0,427.0,417.0,371.0,489.0,495.0,538.0,550.0,499.0,595.0,536.0,531.0,565.0,532.0,475.0,746.0,864.0,1053.0,1212.0,1326.0,1391.0,1492.0,1520.0,2716.0,3042.0,2021.0,1768.0,1540.0,1467.0,1125.0,1038.0,1040.0,1108.0,1124.0,1090.0,989.0,814.0,768.0,656.0,573.0,452.0,458.0,381.0,312.0,255.0,217.0,222.0,187.0,150.0,123.0,114.0,106.0,108.0,78.0,82.0,62.0,65.0,75.0,55.0,64.0,50.0,53.0,38.0,31.0
Christina,65.0,82.0,64.0,69.0,83.0,107.0,98.0,92.0,114.0,142.0,139.0,124.0,127.0,139.0,121.0,126.0,118.0,120.0,131.0,112.0,132.0,110.0,111.0,90.0,123.0,118.0,120.0,128.0,118.0,120.0,130.0,148.0,202.0,216.0,291.0,339.0,346.0,361.0,346.0,386.0,384.0,384.0,371.0,357.0,385.0,375.0,350.0,341.0,371.0,339.0,317.0,292.0,251.0,271.0,284.0,275.0,252.0,250.0,291.0,262.0,345.0,373.0,432.0,582.0,759.0,776.0,965.0,1284.0,1498.0,1830.0,1725.0,1958.0,2169.0,1775.0,1389.0,1817.0,2110.0,2261.0,2315.0,2354.0,2717.0,3476.0,3636.0,4035.0,4709.0,4986.0,5362.0,6621.0,8040.0,9364.0,9626.0,9946.0,10207.0,10935.0,10902.0,13021.0,14087.0,14549.0,16454.0,16520.0,16205.0,14462.0,14579.0,15427.0,14787.0,16681.0,14467.0,13900.0,13046.0,13264.0,11984.0,10616.0,9490.0,8345.0,7712.0,6971.0,5828.0,5192.0,4548.0,4308.0,4330.0,3749.0,3401.0,3116.0,2742.0,2458.0,2233.0,2025.0,1673.0,1462.0,1284.0,1178.0,1125.0,1055.0,1012.0
Christine,89.0,67.0,75.0,103.0,129.0,132.0,151.0,161.0,170.0,189.0,220.0,161.0,222.0,245.0,267.0,295.0,274.0,281.0,302.0,299.0,383.0,275.0,323.0,363.0,325.0,344.0,408.0,452.0,504.0,529.0,665.0,686.0,944.0,1050.0,1381.0,1625.0,1796.0,1851.0,2021.0,2121.0,2192.0,2306.0,2272.0,2263.0,2335.0,2263.0,2230.0,2360.0,2194.0,2029.0,2004.0,1895.0,1872.0,1808.0,1929.0,1752.0,1733.0,1751.0,1852.0,1998.0,2171.0,2491.0,2911.0,3327.0,3601.0,4088.0,6215.0,8401.0,9704.0,11825.0,12706.0,15041.0,17571.0,11818.0,8804.0,9053.0,9410.0,9601.0,10085.0,9494.0,9901.0,10614.0,11226.0,13429.0,14311.0,15234.0,15598.0,16038.0,16558.0,16807.0,16102.0,13732.0,12038.0,10592.0,9943.0,9154.0,8141.0,7918.0,8309.0,7726.0,7120.0,6881.0,6584.0,6527.0,7330.0,7484.0,6957.0,6658.0,6648.0,6191.0,5699.0,4822.0,4160.0,3486.0,3175.0,2826.0,2379.0,1945.0,1715.0,1505.0,1448.0,1245.0,1033.0,941.0,844.0,792.0,733.0,623.0,568.0,487.0,430.0,378.0,433.0,396.0,407.0
Christopher,95.0,68.0,89.0,89.0,68.0,71.0,66.0,56.0,79.0,71.0,66.0,62.0,100.0,93.0,72.0,60.0,73.0,57.0,43.0,42.0,55.0,34.0,47.0,50.0,43.0,50.0,49.0,52.0,54.0,50.0,70.0,83.0,151.0,157.0,200.0,242.0,260.0,263.0,272.0,264.0,294.0,289.0,307.0,296.0,296.0,286.0,270.0,286.0,266.0,274.0,267.0,237.0,244.0,208.0,272.0,270.0,277.0,294.0,317.0,364.0,506.0,625.0,831.0,905.0,1013.0,1165.0,1622.0,2303.0,3072.0,4028.0,4862.0,5750.0,6301.0,6077.0,6104.0,7925.0,8409.0,9015.0,11107.0,12948.0,15417.0,17291.0,17597.0,18432.0,19703.0,24733.0,27985.0,29567.0,31610.0,35882.0,42011.0,48520.0,52445.0,48597.0,48910.0,46889.0,45511.0,47031.0,47541.0,50990.0,49399.0,50520.0,59655.0,59744.0,60408.0,59998.0,57083.0,54850.0,53333.0,53417.0,52511.0,47257.0,42592.0,38339.0,34902.0,32772.0,30974.0,29158.0,27052.0,25666.0,24978.0,23157.0,21702.0,20782.0,19714.0,19204.0,19702.0,20023.0,17967.0,16356.0,14254.0,12992.0,11883.0,10830.0,10293.0
Christy,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0.0,10.0,5.0,15.0,25.0,21.0,33.0,22.0,33.0,36.0,27.0,39.0,45.0,31.0,46.0,35.0,51.0,41.0,38.0,39.0,37.0,33.0,33.0,29.0,36.0,42.0,30.0,22.0,26.0,39.0,45.0,63.0,110.0,99.0,90.0,101.0,208.0,299.0,298.0,458.0,506.0,597.0,787.0,649.0,683.0,869.0,886.0,986.0,1147.0,1053.0,1180.0,1193.0,1087.0,1237.0,1395.0,1146.0,1150.0,1327.0,2156.0,3078.0,3742.0,3962.0,4213.0,4137.0,5098.0,5194.0,4882.0,4623.0,4682.0,4307.0,3691.0,2952.0,2612.0,1988.0,2038.0,1952.0,1577.0,1303.0,1142.0,1093.0,982.0,807.0,728.0,617.0,642.0,573.0,550.0,409.0,392.0,335.0,362.0,306.0,284.0,242.0,233.0,223.0,189.0,148.0,157.0,120.0,131.0,132.0,103.0,84.0,90.0
Cindy,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,6.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,5.0,12.0,10.0,8.0,12.0,5.0,10.0,8.0,11.0,14.0,5.0,9.0,14.0,10.0,12.0,13.0,8.0,20.0,13.0,12.0,9.0,19.0,15.0,20.0,29.0,28.0,29.0,53.0,63.0,74.0,104.0,225.0,238.0,264.0,332.0,682.0,1140.0,1163.0,1266.0,1470.0,2032.0,2551.0,3831.0,4719.0,5600.0,10005.0,20292.0,16604.0,17000.0,14982.0,13404.0,12328.0,11111.0,9339.0,7800.0,6808.0,5792.0,5256.0,4981.0,5066.0,4928.0,3745.0,3300.0,2867.0,2521.0,2269.0,2171.0,2057.0,2098.0,1877.0,1759.0,1747.0,1564.0,1555.0,1610.0,1470.0,1444.0,1574.0,1589.0,1582.0,1625.0,1690.0,1656.0,1519.0,1505.0,1495.0,1428.0,1301.0,1332.0,1244.0,1236.0,1219.0,1160.0,1053.0,985.0,881.0,819.0,729.0,567.0,552.0,444.0,367.0,342.0,391.0
Claire,21.0,23.0,30.0,38.0,33.0,57.0,66.0,58.0,73.0,62.0,78.0,84.0,86.0,97.0,103.0,118.0,117.0,113.0,142.0,132.0,163.0,127.0,163.0,175.0,170.0,203.0,223.0,225.0,249.0,269.0,286.0,347.0,468.0,526.0,606.0,860.0,903.0,988.0,1135.0,998.0,1091.0,1281.0,1405.0,1467.0,1650.0,1568.0,1727.0,1903.0,1796.0,1759.0,1700.0,1691.0,1546.0,1409.0,1353.0,1163.0,1123.0,994.0,1101.0,956.0,983.0,984.0,1063.0,1026.0,1026.0,936.0,1133.0,1201.0,1044.0,1106.0,1057.0,1082.0,1100.0,1104.0,1056.0,1001.0,998.0,1042.0,966.0,1008.0,899.0,811.0,814.0,675.0,612.0,527.0,505.0,390.0,360.0,384.0,345.0,299.0,277.0,411.0,366.0,396.0,375.0,477.0,481.0,540.0,568.0,681.0,815.0,855.0,978.0,1190.0,1314.0,1342.0,1453.0,1690.0,1862.0,1825.0,1948.0,1899.0,2172.0,2473.0,2737.0,3039.0,3646.0,3732.0,3710.0,3641.0,3404.0,3570.0,3344.0,3298.0,4012.0,4618.0,4605.0,4831.0,4914.0,4893.0,4941.0,4651.0,4991.0
Clara,1234.0,1247.0,1490.0,1557.0,1864.0,1916.0,1931.0,1993.0,2240.0,2328.0,2496.0,2370.0,2673.0,2541.0,2612.0,2624.0,2596.0,2454.0,2731.0,2448.0,2838.0,2335.0,2440.0,2352.0,2294.0,2405.0,2239.0,2331.0,2364.0,2415.0,2678.0,2702.0,3492.0,3641.0,4255.0,5305.0,5563.0,5643.0,5801.0,5421.0,5485.0,5627.0,5142.0,5150.0,5008.0,4797.0,4485.0,4388.0,4127.0,4178.0,4154.0,3930.0,3588.0,3430.0,3246.0,3081.0,2705.0,2589.0,2680.0,2465.0,2326.0,2310.0,2256.0,2097.0,1941.0,1798.0,1927.0,1932.0,1800.0,1717.0,1580.0,1549.0,1510.0,1389.0,1183.0,1303.0,1157.0,1110.0,1030.0,987.0,914.0,879.0,797.0,756.0,698.0,568.0,552.0,517.0,416.0,416.0,357.0,343.0,366.0,332.0,315.0,337.0,310.0,297.0,287.0,342.0,397.0,320.0,326.0,315.0,319.0,357.0,387.0,402.0,418.0,430.0,471.0,524.0,536.0,592.0,585.0,656.0,661.0,643.0,759.0,782.0,868.0,951.0,1022.0,1049.0,1162.0,1322.0,1498.0,1545.0,1646.0,1644.0,1836.0,2079.0,2331.0,2499.0,2833.0
Clarence,737.0,668.0,837.0,837.0,894.0,906.0,995.0,897.0,1022.0,984.0,1018.0,1008.0,1281.0,1175.0,1193.0,1339.0,1254.0,1201.0,1332.0,1148.0,1494.0,1208.0,1292.0,1267.0,1319.0,1385.0,1333.0,1400.0,1435.0,1518.0,1721.0,1789.0,3605.0,4068.0,4939.0,6293.0,6331.0,6622.0,7228.0,6872.0,7267.0,7368.0,6897.0,6839.0,6944.0,6708.0,6572.0,6498.0,6118.0,5768.0,5539.0,5108.0,4930.0,4302.0,4238.0,4096.0,3788.0,3778.0,3660.0,3499.0,3505.0,3694.0,3756.0,3871.0,3601.0,3211.0,3587.0,3938.0,3809.0,3418.0,3359.0,3243.0,3180.0,3093.0,3194.0,3028.0,2968.0,2641.0,2539.0,2395.0,2216.0,2201.0,1969.0,1973.0,1795.0,1815.0,1555.0,1391.0,1397.0,1352.0,1401.0,1389.0,1226.0,1111.0,1019.0,922.0,970.0,897.0,948.0,917.0,869.0,846.0,854.0,803.0,741.0,686.0,698.0,643.0,662.0,635.0,623.0,591.0,522.0,498.0,481.0,425.0,376.0,360.0,349.0,317.0,309.0,301.0,262.0,259.0,250.0,295.0,249.0,248.0,218.0,192.0,199.0,191.0,191.0,175.0,195.0
Claudia,48.0,52.0,49.0,58.0,50.0,67.0,59.0,74.0,81.0,88.0,95.0,81.0,95.0,89.0,108.0,96.0,92.0,85.0,103.0,89.0,130.0,84.0,97.0,98.0,100.0,122.0,142.0,143.0,134.0,155.0,137.0,178.0,224.0,235.0,286.0,395.0,371.0,352.0,434.0,362.0,399.0,433.0,414.0,362.0,386.0,381.0,395.0,366.0,382.0,321.0,337.0,379.0,330.0,417.0,509.0,719.0,799.0,800.0,845.0,911.0,866.0,1024.0,1369.0,1585.0,2229.0,1924.0,2318.0,2773.0,2634.0,2526.0,2544.0,2869.0,3383.0,2864.0,2515.0,2418.0,1920.0,1661.0,1592.0,1427.0,1198.0,1167.0,997.0,1001.0,999.0,824.0,796.0,907.0,997.0,1129.0,1240.0,1260.0,1360.0,1581.0,1625.0,1460.0,1419.0,1243.0,1209.0,1322.0,1416.0,1545.0,1465.0,1368.0,1373.0,1415.0,1352.0,1322.0,1290.0,1431.0,1512.0,1588.0,1605.0,1604.0,1512.0,1749.0,1815.0,1837.0,1706.0,1661.0,1608.0,1495.0,1401.0,1303.0,1201.0,1021.0,966.0,812.0,771.0,639.0,582.0,473.0,484.0,432.0,383.0
